device_id,timestamp,temperature,humidity,location,battery_level
sensor_0160,7/24/2025 10:31,24.2,50.04,South,52.94
sensor_0657,10/8/2025 10:20,28.61,70.2,East,54.35
sensor_0429,7/30/2025 3:27,19.21,64.96,South,41.48
sensor_0329,9/14/2025 19:10,24.52,46.22,North,61.97
sensor_0956,3/12/2025 6:11,33.73,58.64,North,48.66
sensor_0172,3/27/2025 19:10,22.78,56.21,East,73.35
sensor_0836,5/8/2025 3:54,38.13,66.74,East,38.03
sensor_0312,10/8/2025 0:26,27.69,72.1,East,55.39
sensor_0092,7/5/2025 7:23,24.23,63.13,West,66.05
sensor_0947,3/12/2025 17:02,27.37,47.61,South,29.95
sensor_0459,7/25/2025 7:40,25.51,79.85,South,55.99
sensor_0996,8/9/2025 15:34,22.47,66.54,North,40.08
sensor_0238,3/19/2025 11:58,23.14,58.93,East,76.94
sensor_0287,5/31/2025 20:03,21.13,42.74,South,87.64
sensor_0851,10/21/2025 2:06,30.12,63.55,North,64.76
sensor_0356,2/11/2025 3:17,20.11,54.22,West,93.12
sensor_0683,4/29/2025 19:24,31.24,42.15,South,48.14
sensor_0122,6/28/2025 18:48,41.33,70.65,East,89.44
sensor_0766,6/8/2025 19:49,30.65,57.57,South,33.13
sensor_0211,9/4/2025 19:13,19.36,51.81,East,47.51
sensor_0595,3/25/2025 1:46,28.17,49.81,East,49.42
sensor_0274,2/4/2025 1:58,17.42,65.65,South,80.86
sensor_0956,2/18/2025 11:48,22.42,46.97,West,96.75
sensor_0165,9/20/2025 21:29,20.74,61.49,North,22.33
sensor_0208,3/13/2025 17:41,28.39,50.75,North,54.7
sensor_0969,11/18/2025 6:23,24.81,46.09,East,39.2
sensor_0020,4/24/2025 12:04,17.07,51.33,North,52.65
sensor_0446,8/24/2025 18:22,15.26,52.29,North,57.61
sensor_0589,1/11/2025 1:29,20.97,79.39,North,85.52
sensor_0314,7/23/2025 21:46,22.04,72.27,West,23.52
sensor_0594,11/14/2025 18:21,24.64,75.43,North,71.1
sensor_0800,7/11/2025 7:23,20.22,58.54,East,63.35
sensor_0910,7/15/2025 18:10,27.11,66.47,North,39.28
sensor_0229,9/11/2025 10:37,18.7,54.59,South,26.99
sensor_0758,8/28/2025 6:14,24.37,63.21,North,36.38
sensor_0201,4/9/2025 7:35,28.99,55.35,East,54.22
sensor_0482,6/13/2025 3:49,30.41,63.76,South,38.7
sensor_0463,7/23/2025 11:08,27.22,51.25,South,84.63
sensor_0026,4/10/2025 13:00,26.07,67.12,East,77.19
sensor_0297,2/5/2025 21:43,30.06,64.04,North,45.69
sensor_0090,1/30/2025 2:35,22.99,49.08,West,41.18
sensor_0050,4/24/2025 13:36,31.76,54.37,South,26.22
sensor_0665,9/29/2025 13:54,32.41,66.59,North,72.98
sensor_0316,2/13/2025 3:03,14.48,66.35,South,46.66
sensor_0314,10/12/2025 0:09,25.36,46.62,West,72.93
sensor_0313,5/13/2025 15:14,29.46,67.06,North,49.98
sensor_0278,9/4/2025 14:59,25.53,52.94,West,24.69
sensor_0146,1/3/2025 8:47,26.27,54.19,West,36.23
sensor_0484,8/14/2025 14:43,27.09,48.12,North,80.64
sensor_0782,4/24/2025 21:45,22.33,44.29,South,34.21
sensor_0687,7/30/2025 7:55,22.78,72.4,South,63.77
sensor_0245,6/1/2025 21:07,24.94,72.59,East,90.21
sensor_0875,6/10/2025 7:42,28.75,49.85,South,90.25
sensor_0350,9/7/2025 1:33,27.01,77.99,East,74.66
sensor_0333,9/8/2025 19:04,14.35,67.95,West,65.61
sensor_0867,4/14/2025 13:11,22.86,74.38,South,56.18
sensor_0795,4/9/2025 6:31,19.2,78.54,North,45.27
sensor_0785,8/12/2025 21:30,21.54,74.37,East,31.4
sensor_0607,6/25/2025 21:31,25.87,62.97,West,57.97
sensor_0918,7/30/2025 20:29,25.19,74.18,North,54.43
sensor_0127,2/23/2025 10:47,25.7,59.51,West,86.72
sensor_0682,4/20/2025 19:38,28.72,65.45,West,66.07
sensor_0923,10/25/2025 19:25,19.51,57.26,East,26.04
sensor_0084,7/25/2025 5:04,29.66,59.36,North,25.07
sensor_0389,7/5/2025 22:09,36.02,43.04,East,29.89
sensor_0073,9/27/2025 21:05,27.3,62.42,West,55.82
sensor_0294,7/18/2025 22:39,20.95,55.29,South,25.92
sensor_0877,4/10/2025 23:57,24.1,51.88,East,64.31
sensor_0049,8/27/2025 8:13,25.94,48.86,West,40.6
sensor_0385,8/25/2025 6:00,30.43,55.65,West,29.63
sensor_0581,1/1/2025 20:15,30.35,65.97,South,39.45
sensor_0686,2/6/2025 13:45,18.06,52.72,North,57.54
sensor_0839,7/9/2025 12:38,30.97,87.65,South,31.81
sensor_0938,9/10/2025 22:40,28.83,51.6,South,48.96
sensor_0679,4/28/2025 13:37,27.08,60.3,North,60.55
sensor_0105,3/30/2025 9:59,28.51,59.24,West,31.65
sensor_0636,9/16/2025 22:44,21.75,65.63,West,30.14
sensor_0881,6/4/2025 6:13,21.72,53.71,South,47.73
sensor_0635,11/20/2025 8:49,23.36,53.33,East,23.87
sensor_0985,5/6/2025 2:44,25.2,54.59,East,56.25
sensor_0174,5/8/2025 23:35,22.92,62.97,West,34.01
sensor_0492,7/15/2025 5:02,28.57,74.12,East,86.45
sensor_0441,8/18/2025 11:14,31.24,38.34,East,77.56
sensor_0542,11/20/2025 12:38,30.53,38.9,North,92.82
sensor_0033,9/3/2025 23:52,23.94,63.31,South,53.31
sensor_0692,4/18/2025 2:44,18.48,62.32,South,96.34
sensor_0365,8/5/2025 23:04,21.65,44.09,North,69.86
sensor_0955,4/18/2025 10:06,26.76,68.19,North,42.59
sensor_0432,4/11/2025 20:08,27.77,62.34,South,87.77
sensor_0336,8/11/2025 20:39,20.82,52.53,North,95.38
sensor_0692,2/13/2025 4:47,25.23,65.05,West,94.38
sensor_0885,7/31/2025 4:52,11.27,70.72,South,55.76
sensor_0868,11/16/2025 9:51,24.44,57.53,North,75.66
sensor_0439,8/16/2025 9:02,24.35,66.82,West,93.03
sensor_0845,3/10/2025 21:02,27.52,69.48,South,55.53
sensor_0304,1/12/2025 7:06,19.12,57.8,West,57.02
sensor_0229,10/12/2025 5:18,22.32,56.35,East,41.96
sensor_0142,3/13/2025 14:13,24.94,56.8,West,84.72
sensor_0438,7/27/2025 23:35,21.05,63.54,East,89.59
sensor_0269,3/31/2025 3:36,29.91,44.4,South,93.11
sensor_0558,11/7/2025 14:47,32.19,47.47,North,58.31
sensor_0524,10/14/2025 13:27,32.27,54.79,West,75.13
sensor_0820,4/10/2025 22:29,14.77,70.28,East,69.66
sensor_0550,2/3/2025 6:17,23.14,78.37,North,38.19
sensor_0833,8/15/2025 17:04,21.94,78.52,South,74.79
sensor_0439,7/21/2025 7:25,22.34,50.05,West,59.03
sensor_0814,7/18/2025 2:37,25.53,70.01,West,22.8
sensor_0111,6/25/2025 20:52,23.59,42.41,West,47.34
sensor_0454,9/7/2025 13:46,22.32,41.46,North,57.32
sensor_0569,2/15/2025 17:55,24.19,62.58,West,89.05
sensor_0338,2/21/2025 7:17,24.24,65.23,East,38.03
sensor_0923,3/23/2025 9:53,27.22,66.6,East,84.6
sensor_0783,9/15/2025 19:27,31.64,69.87,South,60.04
sensor_0007,2/20/2025 14:09,26.29,58.84,East,40.35
sensor_0939,10/11/2025 15:45,32.52,59.73,East,53.26
sensor_0868,3/7/2025 12:21,29.29,71.44,East,81.54
sensor_0705,7/19/2025 19:59,28.76,58.06,South,65.86
sensor_0703,1/12/2025 18:47,28.36,60.3,North,73.41
sensor_0634,4/16/2025 10:33,24.38,67.25,South,86.66
sensor_0538,7/10/2025 5:09,31.73,80.03,South,64.81
sensor_0963,7/9/2025 22:16,23.13,66.3,North,95.87
sensor_0782,2/1/2025 13:37,26.3,68.79,West,70.08
sensor_0731,10/12/2025 16:07,17.97,63.52,West,35.25
sensor_0076,4/19/2025 9:53,30.21,67.16,North,21.82
sensor_0348,3/17/2025 22:29,20.28,58.79,South,45.88
sensor_0347,2/12/2025 12:25,18.23,62.24,North,74.22
sensor_0737,6/11/2025 23:26,19.64,73.49,East,40.96
sensor_0066,3/8/2025 20:02,29.76,48.12,East,56.85
sensor_0291,2/21/2025 18:40,23.95,58.32,North,80.55
sensor_0572,6/15/2025 18:47,22.16,70.21,East,65.85
sensor_0669,8/16/2025 14:36,24.98,54.11,South,57.49
sensor_0257,10/10/2025 5:44,16.64,45.71,South,32.01
sensor_0033,2/24/2025 14:53,24.49,55.96,South,72.03
sensor_0869,9/27/2025 2:20,24.21,66.48,East,46.73
sensor_0900,2/26/2025 12:26,22.92,77.58,West,81.48
sensor_0261,2/11/2025 5:30,35.28,76.07,West,24.1
sensor_0492,7/28/2025 18:21,25.08,45.68,South,42.23
sensor_0542,3/15/2025 0:45,23.48,76.64,South,30.11
sensor_0177,6/21/2025 22:21,26.22,35.58,North,48.01
sensor_0658,9/5/2025 18:57,28.75,67.39,North,43.73
sensor_0361,5/8/2025 18:58,29.17,60.34,North,92.26
sensor_0992,9/11/2025 6:22,22.56,64.15,South,89.07
sensor_0697,11/5/2025 3:26,15.14,66.42,East,27.57
sensor_0668,4/29/2025 3:03,21.64,64.66,West,46.64
sensor_0697,10/4/2025 18:51,22.97,59.21,East,30.55
sensor_0447,4/28/2025 9:03,18.94,52.53,North,32.52
sensor_0318,10/28/2025 5:49,22.05,69.03,North,70.57
sensor_0864,5/2/2025 23:15,31.32,54.65,East,50.84
sensor_0486,9/9/2025 11:54,25.15,51.24,East,90.49
sensor_0739,5/3/2025 1:24,24.83,63.25,East,99.51
sensor_0856,5/28/2025 3:58,30.96,75.94,West,75.98
sensor_0812,6/2/2025 2:53,12.42,59.71,North,41.51
sensor_0091,7/15/2025 17:59,32.36,65.28,East,30.63
sensor_0924,2/28/2025 20:31,30.21,58.79,West,93.01
sensor_0714,5/23/2025 18:07,21.72,55.49,North,20.82
sensor_0248,4/22/2025 11:04,29.09,66.2,East,36.59
sensor_0001,7/29/2025 1:28,16.07,42.36,East,22.95
sensor_0192,8/12/2025 9:06,24.04,59.66,North,42.3
sensor_0545,9/26/2025 22:51,26.32,77.27,East,35.09
sensor_0713,6/19/2025 1:21,25.9,47,East,45
sensor_0105,7/27/2025 2:43,32.72,72.23,North,46.73
sensor_0447,2/4/2025 16:01,18.12,54.58,North,55.94
sensor_0329,9/11/2025 13:32,15.63,54.87,East,98.22
sensor_0036,6/7/2025 0:11,36.16,54.93,North,84.39
sensor_0519,4/5/2025 2:21,28.2,55.43,East,56.57
sensor_0711,8/17/2025 15:19,31.21,68.7,North,37.34
sensor_0950,1/19/2025 8:35,24.73,73.97,West,56.85
sensor_0175,10/1/2025 11:55,23.29,63.45,East,45.79
sensor_0251,4/19/2025 13:17,30.32,54.12,West,47.91
sensor_0117,3/11/2025 6:04,20.94,61.5,East,39.06
sensor_0963,11/13/2025 20:52,29.65,61.95,West,44.35
sensor_0391,4/1/2025 20:41,30.84,49.99,South,59.34
sensor_0572,9/6/2025 10:15,27.49,66.06,East,40.41
sensor_0910,7/13/2025 13:09,17.17,71.6,East,42.2
sensor_0892,1/25/2025 5:49,29.51,77.77,North,66.25
sensor_0415,4/24/2025 22:28,18.46,57.4,North,53.82
sensor_0244,11/17/2025 9:18,29.23,56.94,North,90.58
sensor_0540,6/5/2025 7:54,22.07,51.11,West,98.55
sensor_0728,9/4/2025 19:48,24.41,76.15,South,36.78
sensor_0862,5/31/2025 19:38,20.97,58.47,East,81.3
sensor_0745,4/25/2025 20:12,18.64,56.61,West,99.69
sensor_0059,1/23/2025 19:12,30.78,54.6,North,94.02
sensor_0357,6/30/2025 18:36,24.44,53.34,North,62.67
sensor_0672,1/1/2025 22:44,34.86,77.07,South,69.87
sensor_0575,11/10/2025 16:45,21.12,48.45,East,72.12
sensor_0523,11/11/2025 0:28,25.19,61.99,South,51.66
sensor_0696,9/22/2025 2:26,28.64,71.91,South,49.99
sensor_0808,7/24/2025 9:19,26.31,53.08,North,81.25
sensor_0980,9/14/2025 10:48,27.82,74.85,East,71.62
sensor_0653,7/6/2025 2:49,32.34,48.07,South,63.79
sensor_0538,8/28/2025 5:24,30.47,68.75,North,86.72
sensor_0026,5/8/2025 5:20,20.21,58.06,South,85.05
sensor_0203,5/23/2025 23:09,29.83,49.83,South,47.85
sensor_0252,6/29/2025 2:53,33.4,50.96,East,90.25
sensor_0484,9/19/2025 15:07,19.4,64.78,West,29.83
sensor_0238,11/5/2025 1:38,28.93,52.03,South,57.76
sensor_0149,11/9/2025 12:19,27.78,48.81,South,87.55
sensor_0937,8/7/2025 17:45,22.92,59.98,West,64.37
sensor_0590,11/10/2025 13:00,13.61,57.61,West,88.09
sensor_0669,2/28/2025 9:44,25.49,50.57,North,56.36
sensor_0746,2/15/2025 16:18,25.27,55,South,39.16
sensor_0745,1/17/2025 13:05,36.43,44.19,West,44.06
sensor_0751,4/25/2025 4:53,24.42,42.29,South,61.31
sensor_0434,5/22/2025 0:23,27.26,43.32,East,52.39
sensor_0133,7/4/2025 3:05,29.13,69.05,South,61.05
sensor_0998,11/1/2025 0:09,30.35,64.21,West,41.97
sensor_0130,6/3/2025 14:15,24.7,50.63,South,66.63
sensor_0898,4/12/2025 2:38,19.45,59.53,North,29.76
sensor_0072,8/29/2025 13:39,34.97,57.82,North,86.92
sensor_0250,5/24/2025 20:42,25.61,64.04,West,34.99
sensor_0065,5/27/2025 23:55,17.09,73.7,South,40.06
sensor_0280,1/15/2025 9:10,26.35,51.41,South,75.03
sensor_0708,9/29/2025 17:53,18.38,48.84,East,67.36
sensor_0259,9/12/2025 7:59,23.69,58.88,East,64.89
sensor_0239,5/4/2025 22:27,25.57,47.87,West,49.52
sensor_0388,6/4/2025 20:18,22.66,76.56,East,79.07
sensor_0544,8/28/2025 20:38,33.17,70.04,North,72.73
sensor_0960,5/23/2025 5:52,30.52,84.95,East,86.09
sensor_0786,5/2/2025 6:57,34.44,46.03,South,34.01
sensor_0049,3/3/2025 9:38,30.33,65.17,West,31.6
sensor_0171,9/14/2025 23:08,29.39,65.09,South,85.18
sensor_0835,7/29/2025 2:35,21.82,53.03,North,60.11
sensor_0851,3/21/2025 2:41,21.33,59.14,West,44.85
sensor_0080,4/19/2025 18:11,20.87,66.14,North,86.01
sensor_0502,5/10/2025 8:38,27.28,51.13,South,29.2
sensor_0662,2/13/2025 2:04,23.3,49.59,North,91.85
sensor_0677,8/20/2025 14:15,28.61,66.22,North,71.7
sensor_0986,10/10/2025 8:12,30.86,72.66,East,99.04
sensor_0102,3/9/2025 6:42,25.29,58.42,East,25.7
sensor_0160,5/1/2025 16:35,23.79,59.52,North,73.16
sensor_0139,7/18/2025 1:41,21.34,56.11,North,76.05
sensor_0702,11/3/2025 5:10,21.82,59.84,West,46.33
sensor_0190,11/10/2025 8:50,31.31,53.59,North,52.18
sensor_0541,7/27/2025 21:55,28.39,50.2,West,73.29
sensor_0432,7/2/2025 2:31,36.31,70.37,West,71.47
sensor_0986,5/19/2025 16:06,33.35,55.92,East,84.9
sensor_0039,6/28/2025 21:29,31.74,69.59,North,95.24
sensor_0574,11/15/2025 21:49,28.29,54.66,North,58.1
sensor_0591,1/17/2025 12:23,25.45,48.98,East,20.16
sensor_0965,7/25/2025 10:11,21.42,60.74,West,27.17
sensor_0273,10/6/2025 10:51,22,34.07,East,22.25
sensor_0898,10/14/2025 4:49,30.46,56.41,West,96.51
sensor_0170,5/9/2025 14:25,25.93,51.41,East,49.21
sensor_0583,1/28/2025 17:28,25.13,49.12,West,75.48
sensor_0327,7/1/2025 14:58,20.2,66.34,North,73.61
sensor_0855,10/1/2025 13:50,26.17,72.1,North,61.12
sensor_0530,11/3/2025 17:06,23.61,72.31,East,55.14
sensor_0762,5/31/2025 12:57,21.73,62.02,South,62.95
sensor_0847,1/13/2025 14:13,26.42,51.79,North,97.47
sensor_0345,2/24/2025 18:12,29.8,50.81,West,39.96
sensor_0750,6/19/2025 12:43,36.45,52.68,North,36.55
sensor_0567,5/21/2025 4:45,24.16,55.09,West,42.1
sensor_0006,5/9/2025 15:55,26.83,43.4,West,61.31
sensor_0849,3/29/2025 11:00,27.13,44.82,North,54.8
sensor_0889,6/24/2025 13:22,25.51,75.16,North,71.3
sensor_0255,6/9/2025 14:54,31.59,66.09,East,30.9
sensor_0147,4/13/2025 10:47,41.36,88.26,South,71.88
sensor_0818,11/5/2025 21:59,21.97,39.77,North,60.84
sensor_0965,7/11/2025 5:48,23.83,58.03,West,81.18
sensor_0951,9/23/2025 17:12,25.95,34.76,West,42.36
sensor_0267,2/10/2025 12:51,27.41,52.53,East,46.1
sensor_0845,11/1/2025 7:34,27.77,59.55,North,99.03
sensor_0795,2/18/2025 19:44,22.06,62.27,North,61.36
sensor_0005,6/17/2025 15:06,29.17,59.4,East,95.78
sensor_0199,3/11/2025 22:42,34.09,52.82,West,47.76
sensor_0774,2/28/2025 4:08,19.02,58.2,West,93.72
sensor_0891,1/4/2025 22:21,19.96,78.47,West,76.78
sensor_0197,1/17/2025 13:24,18.27,62.25,South,74.58
sensor_0777,8/28/2025 13:26,32.49,59.22,North,41.32
sensor_0007,4/26/2025 17:31,26.49,49.2,North,66.6
sensor_0106,6/18/2025 5:05,24.42,80.44,North,96.1
sensor_0473,11/6/2025 21:09,34.08,35.24,North,57.37
sensor_0961,1/6/2025 23:09,26.92,57.3,West,98.07
sensor_0429,8/5/2025 23:06,30.54,56.22,East,38.01
sensor_0606,8/9/2025 4:22,25.19,84.27,West,81.36
sensor_0260,3/6/2025 13:11,22.23,46.63,East,21.75
sensor_0719,3/12/2025 8:37,15.79,59.69,North,86.5
sensor_0142,1/3/2025 17:02,24.75,83.1,North,40.47
sensor_0412,8/6/2025 10:22,23.88,65.85,East,65
sensor_0887,5/31/2025 11:05,22.47,57.5,South,63.89
sensor_0166,11/11/2025 19:01,25.47,74.03,South,97.3
sensor_0252,8/28/2025 12:57,26.87,61.82,West,47.5
sensor_0595,9/19/2025 7:31,15.14,74.33,South,59.01
sensor_0571,4/13/2025 14:34,20.28,58.49,West,69.16
sensor_0386,7/16/2025 14:37,23.51,57.6,South,67.37
sensor_0248,10/2/2025 8:32,29.59,42.7,South,59.52
sensor_0898,7/11/2025 18:54,21.18,50.9,West,73.92
sensor_0752,7/27/2025 21:23,38.28,54.67,North,83.01
sensor_0069,8/1/2025 10:29,25.48,54.17,East,72.28
sensor_0063,7/11/2025 3:55,17.55,73.43,North,84.71
sensor_0027,4/17/2025 8:36,18.37,60.03,North,20.75
sensor_0315,2/5/2025 2:35,19.71,60.64,South,42.84
sensor_0992,11/15/2025 10:33,29.95,68.79,South,65.21
sensor_0016,8/23/2025 10:10,22.75,67.81,South,20.5
sensor_0223,3/26/2025 8:17,22.36,54.8,North,56
sensor_0124,10/21/2025 6:25,21.56,83.05,West,52.98
sensor_0593,6/17/2025 13:30,25.79,56.45,North,30.28
sensor_0677,9/19/2025 16:28,31.11,54.41,East,45.51
sensor_0672,1/5/2025 12:52,16.53,69.25,North,80.09
sensor_0862,4/10/2025 1:08,27,50.56,West,78.98
sensor_0069,6/24/2025 1:48,21.66,43.38,East,82.88
sensor_0390,11/6/2025 18:05,30.09,58.26,South,73.96
sensor_0373,4/24/2025 3:23,26.92,56.66,West,20.17
sensor_0232,6/15/2025 21:24,26.13,60.93,South,68.8
sensor_0484,5/17/2025 15:56,24.65,74.68,South,71.54
sensor_0399,5/20/2025 1:47,19.53,55.37,East,91.72
sensor_0663,8/29/2025 20:23,25.58,54.02,West,93.97
sensor_0429,5/7/2025 7:23,19.59,53.23,South,68.7
sensor_0206,4/18/2025 19:28,16.36,64.01,North,89.74
sensor_0094,5/25/2025 8:05,20.31,52.61,North,41.25
sensor_0738,7/12/2025 12:32,23.85,51.43,West,55.77
sensor_0289,5/5/2025 2:15,24.71,49.42,East,22.72
sensor_0850,6/30/2025 19:35,32.64,52.81,West,51.51
sensor_0040,5/26/2025 19:24,29.83,60.67,North,84.08
sensor_0378,2/21/2025 5:45,22.73,78.09,North,30.97
sensor_0261,1/26/2025 12:47,27.83,49.04,North,52
sensor_0671,5/20/2025 10:13,24.76,66.31,East,87.12
sensor_0835,1/2/2025 15:58,21.3,51.18,North,88.36
sensor_0520,9/28/2025 3:45,13.24,69.26,North,45.79
sensor_0745,6/6/2025 19:16,18.41,28.33,South,99.19
sensor_0808,8/10/2025 14:43,31.65,70.5,East,87.8
sensor_0837,3/2/2025 2:41,20.49,45.96,South,45.44
sensor_0857,1/30/2025 14:54,25.44,64.47,East,87.61
sensor_0611,5/30/2025 14:02,15.8,60.81,West,74.95
sensor_0566,6/8/2025 15:24,26.62,47.71,North,37.86
sensor_0205,1/19/2025 7:15,34.22,61.14,South,83.52
sensor_0288,8/3/2025 12:22,22.84,54.07,East,59.13
sensor_0083,9/10/2025 13:14,34.32,60.22,South,41.09
sensor_0921,11/15/2025 5:37,24.84,55.71,South,21.83
sensor_0180,9/16/2025 4:24,26.29,63.89,North,51.58
sensor_0293,9/28/2025 18:54,17.52,52.95,South,63.96
sensor_0953,5/24/2025 2:56,28.56,67.02,South,64.21
sensor_0533,9/14/2025 8:50,25.9,34.37,South,69.84
sensor_0472,11/4/2025 20:57,27.4,61.5,West,50.4
sensor_0544,1/25/2025 3:37,14.05,41.42,North,64.73
sensor_0575,8/25/2025 18:14,25.42,65.11,South,22.85
sensor_0252,2/2/2025 23:31,25.52,76.32,West,84.39
sensor_0319,10/26/2025 10:17,35.96,62,East,72.33
sensor_0135,3/2/2025 3:45,31.53,79.77,East,91.44
sensor_0011,7/4/2025 14:46,20.97,67.65,South,69.97
sensor_0386,1/23/2025 23:48,22.39,68.86,North,20.62
sensor_0482,7/15/2025 8:29,31.54,42.09,West,24.62
sensor_0208,1/26/2025 5:00,17.85,58.17,North,97.55
sensor_0227,1/20/2025 22:09,21.21,65.51,South,91.22
sensor_0433,10/8/2025 22:31,18.73,65.7,North,46.15
sensor_0755,10/24/2025 7:50,31.81,53.89,West,71.02
sensor_0124,8/7/2025 0:24,20.33,42.99,North,80.3
sensor_0511,8/6/2025 18:46,23.49,58.3,North,84.21
sensor_0933,5/5/2025 19:12,14.51,70.63,West,23.06
sensor_0970,1/26/2025 8:15,20.81,76.18,East,79.97
sensor_0840,3/8/2025 17:34,25.97,60.33,South,33.05
sensor_0156,9/10/2025 9:40,18.91,58.43,South,73.39
sensor_0692,8/14/2025 5:24,26.76,48.27,North,29.35
sensor_0443,8/14/2025 15:33,21.11,70.65,East,50.98
sensor_0279,2/28/2025 21:01,17.56,61.62,East,46.76
sensor_0734,3/11/2025 20:18,26.19,52.05,East,67.54
sensor_0969,8/15/2025 22:46,30.92,56.42,East,54.13
sensor_0372,10/17/2025 0:18,29.9,64.84,West,96.98
sensor_0902,2/11/2025 2:46,19.65,41.47,South,63.94
sensor_0633,8/7/2025 19:57,31.58,56.54,West,33.91
sensor_0650,7/14/2025 11:25,28.01,64.44,East,44.67
sensor_0971,8/23/2025 10:51,31.29,53.82,North,53.41
sensor_0649,6/15/2025 16:59,24.83,49.75,East,39.95
sensor_0446,8/5/2025 12:44,22.86,44.08,East,66.32
sensor_0105,5/12/2025 12:13,27.2,55.5,East,54.79
sensor_0897,1/27/2025 11:48,34.24,71.21,North,86.9
sensor_0586,9/27/2025 9:15,25.67,55.36,West,44.66
sensor_0208,1/23/2025 10:52,27.85,56.8,North,73.32
sensor_0350,3/4/2025 7:32,24.06,61.38,West,23.76
sensor_0516,2/25/2025 8:24,22.99,63.59,South,25.54
sensor_0326,9/20/2025 6:44,23.95,68,East,38.94
sensor_0741,3/23/2025 11:34,22.88,56.97,North,84.94
sensor_0857,11/3/2025 2:02,19.25,56.73,North,47.47
sensor_0819,7/1/2025 19:55,25.73,70.99,East,87.46
sensor_0333,4/17/2025 17:19,27.12,67.34,North,85.93
sensor_0691,9/6/2025 1:06,24.73,71.08,East,50.91
sensor_0748,1/30/2025 0:23,20.45,59.8,East,73.17
sensor_0266,3/23/2025 20:21,31.29,58.44,South,20.58
sensor_0799,4/4/2025 2:33,32.08,62.43,North,66.6
sensor_0090,6/22/2025 2:34,19.69,55.06,West,61.08
sensor_0155,6/24/2025 6:26,18.26,46.64,North,74.99
sensor_0763,11/13/2025 5:35,22.55,60.2,East,52.69
sensor_0287,9/16/2025 8:56,21.77,61.61,West,28.4
sensor_0736,10/7/2025 9:23,31.87,52.44,East,40.81
sensor_0365,7/12/2025 8:46,25.03,69.17,South,75.45
sensor_0644,8/30/2025 14:04,23.82,70.27,North,42.62
sensor_0918,8/15/2025 6:32,29.9,70.48,South,43.97
sensor_0041,10/17/2025 13:58,24.82,63.19,South,95.29
sensor_0083,11/3/2025 12:52,23.98,62.23,West,20.48
sensor_0997,1/25/2025 0:20,29.33,51.64,East,66.73
sensor_0567,7/29/2025 8:10,25.23,82.45,South,75.98
sensor_0905,4/18/2025 5:06,24.75,43.83,South,64.43
sensor_0821,4/18/2025 10:07,24.36,54.36,West,67.01
sensor_0968,6/4/2025 13:19,27.91,55.37,South,63.44
sensor_0578,4/13/2025 3:58,14.15,62.2,East,55.24
sensor_0832,10/18/2025 22:06,16.31,59.58,West,33.72
sensor_0877,3/10/2025 21:28,18.22,57,South,20.46
sensor_0217,10/2/2025 13:36,24.88,58.52,West,79.99
sensor_0862,1/23/2025 3:54,25.13,67.42,South,21.71
sensor_0199,5/27/2025 14:55,27.13,54.63,South,70.25
sensor_0689,6/30/2025 2:03,27.32,51.89,East,50.39
sensor_0672,4/29/2025 4:11,15.99,62.6,West,49.73
sensor_0936,1/26/2025 0:24,21.31,77.14,West,58.67
sensor_0598,10/25/2025 10:09,26.27,59.11,South,27.66
sensor_0081,5/25/2025 17:43,20.06,60.58,North,69.77
sensor_0663,8/10/2025 18:38,21.66,43.54,South,92.31
sensor_0620,8/29/2025 8:49,22.03,58.82,West,74.23
sensor_0079,5/30/2025 20:43,34.01,69.52,East,88.78
sensor_0702,1/31/2025 19:58,28.28,70.68,South,99.33
sensor_0919,11/2/2025 20:08,28.39,45.76,North,24.59
sensor_0938,9/22/2025 5:24,28.89,66.28,North,44.83
sensor_0368,5/11/2025 19:26,21.76,46.23,South,40
sensor_0402,6/19/2025 18:22,25.09,73.07,West,69.65
sensor_0389,2/18/2025 13:21,23.06,55.95,West,35.24
sensor_0939,6/14/2025 20:37,26.01,47.67,East,81.23
sensor_0812,7/14/2025 14:13,24.37,42.19,West,65.97
sensor_0273,4/19/2025 1:39,19.28,48.76,East,54.5
sensor_0711,10/13/2025 8:53,22.24,68.06,North,64.46
sensor_0810,6/15/2025 5:19,26.25,50.53,North,96.09
sensor_0654,10/22/2025 19:40,25.14,67.1,West,25.98
sensor_0239,11/6/2025 19:24,26.9,65.11,South,33.2
sensor_0367,3/3/2025 0:18,27.18,65.17,West,50.59
sensor_0490,7/7/2025 11:26,19.09,67.19,South,31.9
sensor_0170,3/7/2025 13:42,18.14,63.87,East,78.38
sensor_0334,8/19/2025 1:54,20.57,63.69,East,49.72
sensor_0048,1/1/2025 1:44,28.58,59.27,West,45.4
sensor_0925,9/8/2025 7:43,23.96,75.72,South,91.35
sensor_0748,1/20/2025 19:09,26.83,37.03,North,45.19
sensor_0054,7/7/2025 2:44,33.07,63.87,North,37.8
sensor_0028,3/14/2025 11:11,25.77,56.58,East,96.07
sensor_0952,9/28/2025 23:28,21.95,67.25,West,98.44
sensor_0117,6/15/2025 6:49,18.72,42.38,West,56.23
sensor_0774,8/30/2025 19:12,28.75,68.07,South,84.39
sensor_0351,8/25/2025 20:05,18.21,60.21,North,20.12
sensor_0263,5/11/2025 18:54,26.86,68.84,South,87.64
sensor_0598,10/31/2025 17:42,26.51,65.17,West,29.4
sensor_0413,4/28/2025 8:49,26.75,59.16,North,66.42
